PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,NameTitle,TicketTransformed
56,1,1,1,29.69911764705882,0,0,35.5,2,2,0,92
57,1,2,0,21.0,0,0,10.5,1,2,1,546
58,0,3,1,28.5,0,0,7.2292,0,0,0,212
59,1,2,0,5.0,1,2,27.75,1,2,1,552
61,0,3,1,22.0,0,0,7.2292,0,0,0,194
62,1,1,0,38.0,0,0,80.0,1,2,1,31
63,0,1,1,45.0,1,0,83.475,2,2,0,452
64,0,3,1,4.0,3,2,27.9,0,2,0,332
65,0,1,1,29.69911764705882,0,0,27.7208,2,0,0,590
66,1,3,1,29.69911764705882,1,1,15.2458,0,0,0,186
67,1,2,0,29.0,0,0,10.5,1,2,1,544
68,0,3,1,19.0,0,0,8.1583,0,2,0,610
69,1,3,0,17.0,4,2,7.925,1,2,1,244
70,0,3,1,26.0,2,0,8.6625,0,2,0,266
71,0,2,1,32.0,0,0,10.5,0,2,0,548
73,0,2,1,21.0,0,0,73.5,0,2,0,608
74,0,3,1,26.0,1,0,14.4542,0,0,0,201
75,1,3,1,32.0,0,0,56.4958,0,2,0,78
76,0,3,1,25.0,0,0,7.65,0,2,0,342
77,0,3,1,29.69911764705882,0,0,7.8958,0,2,0,350
78,0,3,1,29.69911764705882,0,0,8.05,0,2,0,467
80,1,3,0,30.0,0,0,12.475,1,2,1,427
81,0,3,1,22.0,0,0,9.0,0,2,0,300
82,1,3,1,29.0,0,0,9.5,0,2,0,307
83,1,3,0,29.69911764705882,0,0,7.7875,1,1,1,276
84,0,1,1,28.0,0,0,47.1,2,2,0,24
85,1,2,0,17.0,0,0,10.5,1,2,1,624
86,1,3,0,33.0,3,0,15.85,1,2,1,243
87,0,3,1,16.0,1,3,34.375,0,2,0,663
88,0,3,1,29.69911764705882,0,0,8.05,0,2,0,639
89,1,1,0,23.0,3,2,263.0,1,2,1,93
90,0,3,1,24.0,0,0,8.05,0,2,0,293
91,0,3,1,29.0,0,0,8.05,0,2,0,294
92,0,3,1,20.0,0,0,7.8542,0,2,0,336
93,0,1,1,46.0,1,0,61.175,2,2,0,665
94,0,3,1,26.0,1,2,20.575,0,2,0,541
95,0,3,1,59.0,0,0,7.25,0,2,0,423
96,0,3,1,29.69911764705882,0,0,8.05,0,2,0,469
98,1,1,1,23.0,0,1,63.3583,2,0,0,599
99,1,2,0,34.0,0,1,23.0,1,2,1,115
100,0,2,1,34.0,1,0,26.0,2,2,0,148
101,0,3,0,28.0,0,0,7.8958,3,2,1,379
102,0,3,1,29.69911764705882,0,0,7.8958,0,2,0,356
103,0,1,1,21.0,0,1,77.2875,2,2,0,412
104,0,3,1,33.0,0,0,8.6542,0,2,0,498
105,0,3,1,37.0,2,0,7.925,0,2,0,241
106,0,3,1,28.0,0,0,7.8958,0,2,0,349
107,1,3,0,21.0,0,0,7.65,1,2,1,292
108,1,3,1,29.69911764705882,0,0,7.775,0,2,0,250
109,0,3,1,38.0,0,0,7.8958,0,2,0,383
110,1,3,0,29.69911764705882,1,0,24.15,1,1,1,463
111,0,1,1,47.0,0,0,52.0,2,2,0,2
112,0,3,0,14.5,1,0,14.4542,3,0,1,190
113,0,3,1,22.0,0,0,8.05,0,2,0,270
114,0,3,0,20.0,1,0,9.825,3,2,1,484
115,0,3,0,17.0,0,0,14.4583,3,0,1,173
116,0,3,1,21.0,0,0,7.925,0,2,0,653
118,0,2,1,29.0,1,0,21.0,2,2,0,51
119,0,1,1,24.0,0,1,247.5208,2,0,0,574
120,0,3,0,2.0,4,2,31.275,3,2,1,328
121,0,2,1,21.0,2,0,73.5,0,2,0,608
122,0,3,1,29.69911764705882,0,0,8.05,0,2,0,533
123,0,2,1,32.5,1,0,30.0708,2,0,0,130
124,1,2,0,32.5,0,0,13.0,1,2,1,215
125,0,1,1,54.0,0,1,77.2875,2,2,0,412
126,1,3,1,12.0,1,0,11.2417,0,0,0,183
127,0,3,1,29.69911764705882,0,0,7.75,0,1,0,457
128,1,3,1,24.0,0,0,7.1417,0,2,0,534
129,1,3,0,29.69911764705882,1,1,22.3583,1,0,1,193
130,0,3,1,45.0,0,0,6.975,0,2,0,313
131,0,3,1,33.0,0,0,7.8958,0,0,0,375
132,0,3,1,20.0,0,0,7.05,0,2,0,627
133,0,3,0,47.0,1,0,14.5,3,2,1,530
134,1,2,0,29.0,1,0,26.0,1,2,1,109
135,0,2,1,25.0,0,0,13.0,0,2,0,543
136,0,2,1,23.0,0,0,15.0458,0,0,0,617
137,1,1,0,19.0,0,2,26.2833,1,2,1,53
138,0,1,1,37.0,1,0,53.1,2,2,0,47
139,0,3,1,16.0,0,0,9.2167,0,2,0,497
140,0,1,1,24.0,0,0,79.2,2,0,0,581
141,0,3,0,29.69911764705882,0,2,15.2458,3,0,1,200
142,1,3,0,22.0,0,0,7.75,1,2,1,327
143,1,3,0,24.0,1,0,15.85,1,2,1,655
144,0,3,1,19.0,0,0,6.75,0,1,0,433
145,0,2,1,18.0,0,0,11.5,2,2,0,116
146,0,2,1,19.0,1,1,36.75,0,2,0,549
147,1,3,1,27.0,0,0,7.7958,0,2,0,400
148,0,3,0,9.0,2,2,34.375,3,2,1,663
149,0,2,1,36.5,0,2,26.0,2,2,0,111
150,0,2,1,42.0,0,0,13.0,2,2,0,145
151,0,2,1,51.0,0,0,12.525,0,2,0,609
152,1,1,0,22.0,1,0,66.6,1,2,1,35
153,0,3,1,55.5,0,0,8.05,0,2,0,509
154,0,3,1,40.5,0,2,14.5,0,2,2,531
155,0,3,1,29.69911764705882,0,0,7.3125,0,2,0,562
156,0,1,1,51.0,0,1,61.3792,2,0,0,584
157,1,3,0,16.0,0,0,7.7333,1,1,1,413
158,0,3,1,30.0,0,0,8.05,0,2,0,641
159,0,3,1,29.69911764705882,0,0,8.6625,0,2,0,254
161,0,3,1,44.0,0,1,16.1,0,2,0,464
162,1,2,0,40.0,0,0,15.75,1,2,1,550
163,0,3,1,26.0,0,0,7.775,0,2,0,318
164,0,3,1,17.0,0,0,8.6625,0,2,0,261
166,1,3,1,9.0,0,2,20.525,0,2,0,418
167,1,1,0,29.69911764705882,0,1,55.0,1,2,1,27
168,0,3,0,45.0,1,4,27.9,3,2,1,332
169,0,1,1,29.69911764705882,0,0,25.925,2,2,0,565
170,0,3,1,28.0,0,0,56.4958,0,2,0,78
171,0,1,1,61.0,0,0,33.5,2,2,2,4
172,0,3,1,4.0,4,1,29.125,0,1,0,474
173,1,3,0,1.0,1,1,11.1333,1,2,1,339
174,0,3,1,21.0,0,0,7.925,0,2,0,646
175,0,1,1,56.0,0,0,30.6958,2,0,0,88
176,0,3,1,18.0,1,1,7.8542,0,2,0,407
177,0,3,1,29.69911764705882,3,1,25.4667,0,2,0,482
178,0,1,0,50.0,0,0,28.7125,3,0,1,582
179,0,2,1,30.0,0,0,13.0,2,2,0,167
180,0,3,1,36.0,0,0,0.0,0,2,0,563
182,0,2,1,29.69911764705882,0,0,15.05,0,0,0,616
183,0,3,1,9.0,4,2,31.3875,0,2,0,324
185,1,3,0,4.0,0,2,22.025,1,2,1,267
186,0,1,1,29.69911764705882,0,0,50.0,2,2,0,33
187,1,3,0,29.69911764705882,1,0,15.5,1,1,1,454
188,1,1,1,45.0,0,0,26.55,2,2,0,10
189,0,3,1,40.0,1,1,15.5,0,1,0,430
190,0,3,1,36.0,0,0,7.8958,0,2,0,381
191,1,2,0,32.0,0,0,13.0,1,2,1,120
192,0,2,1,19.0,0,0,13.0,2,2,0,223
193,1,3,0,19.0,1,0,7.8542,1,2,1,401
194,1,2,1,3.0,1,1,26.0,2,2,0,111
195,1,1,0,44.0,0,0,27.7208,1,0,1,592
197,0,3,1,29.69911764705882,0,0,7.75,0,1,0,447
198,0,3,1,42.0,0,1,8.4042,0,2,0,487
199,1,3,0,29.69911764705882,0,0,7.75,1,1,1,455
200,0,2,0,24.0,0,0,13.0,3,2,1,158
201,0,3,1,28.0,0,0,9.5,0,2,2,302
203,0,3,1,34.0,0,0,6.4958,0,2,0,238
204,0,3,1,45.5,0,0,7.225,0,0,0,174
205,1,3,1,18.0,0,0,8.05,0,2,0,523
206,0,3,0,2.0,0,1,10.4625,3,2,1,312
207,0,3,1,32.0,1,0,15.85,0,2,0,243
208,1,3,1,26.0,0,0,18.7875,0,0,0,213
209,1,3,0,16.0,0,0,7.75,1,1,1,440
210,1,1,1,40.0,0,0,31.0,2,0,0,16
211,0,3,1,24.0,0,0,7.05,0,2,0,629
212,1,2,0,35.0,0,0,21.0,1,2,1,559
213,0,3,1,22.0,0,0,7.25,0,2,0,519
214,0,2,1,30.0,0,0,13.0,2,2,0,161
215,0,3,1,29.69911764705882,1,0,7.75,0,1,0,438
216,1,1,0,31.0,1,0,113.275,1,0,1,411
217,1,3,0,27.0,0,0,7.925,1,2,1,657
218,0,2,1,42.0,1,0,27.0,2,2,0,140
219,1,1,0,32.0,0,0,76.2917,1,0,1,61
220,0,2,1,30.0,0,0,10.5,0,2,0,666
221,1,3,1,16.0,0,0,8.05,0,2,0,640
222,0,2,1,27.0,0,0,13.0,2,2,0,103
223,0,3,1,51.0,0,0,8.05,0,2,0,100
224,0,3,1,29.69911764705882,0,0,7.8958,0,2,0,370
225,1,1,1,38.0,1,0,90.0,2,2,0,91
226,0,3,1,22.0,0,0,9.35,0,2,0,602
227,1,2,1,19.0,0,0,10.5,0,2,0,659
228,0,3,1,20.5,0,0,7.25,0,2,0,518
229,0,2,1,18.0,0,0,13.0,2,2,0,123
230,0,3,0,29.69911764705882,3,1,25.4667,3,2,1,482
231,1,1,0,35.0,1,0,83.475,1,2,1,452
232,0,3,1,29.0,0,0,7.775,0,2,0,317
233,0,2,1,59.0,0,0,13.5,2,2,0,126
234,1,3,0,5.0,4,2,31.3875,1,2,1,324
235,0,2,1,24.0,0,0,10.5,0,2,0,545
236,0,3,0,29.69911764705882,0,0,7.55,3,2,1,664
237,0,2,1,44.0,1,0,26.0,2,2,0,195
238,1,2,0,8.0,0,2,26.25,1,2,1,547
239,0,2,1,19.0,0,0,10.5,2,2,0,227
240,0,2,1,33.0,0,0,12.275,0,2,0,623
241,0,3,0,29.69911764705882,1,0,14.4542,3,0,1,190
242,1,3,0,29.69911764705882,1,0,15.5,1,1,1,439
243,0,2,1,29.0,0,0,10.5,0,2,0,661
244,0,3,1,22.0,0,0,7.125,0,2,0,645
245,0,3,1,30.0,0,0,7.225,0,0,0,210
246,0,1,1,44.0,2,0,90.0,2,1,0,90
247,0,3,0,25.0,0,0,7.775,3,2,1,320
248,1,2,0,24.0,0,2,14.5,1,2,1,164
249,1,1,1,37.0,1,1,52.5542,2,2,0,52
250,0,2,1,54.0,1,0,26.0,2,2,0,142
251,0,3,1,29.69911764705882,0,0,7.25,0,2,0,417
252,0,3,0,29.0,1,1,10.4625,3,2,1,312
253,0,1,1,62.0,0,0,26.55,2,2,0,30
254,0,3,1,30.0,1,0,16.1,0,2,0,529
255,0,3,0,41.0,0,2,20.2125,3,2,1,453
256,1,3,0,29.0,0,2,15.2458,1,0,1,182
257,1,1,0,29.69911764705882,0,0,79.2,1,0,1,578
258,1,1,0,30.0,0,0,86.5,1,2,1,0
260,1,2,0,50.0,0,1,26.0,1,2,1,113
261,0,3,1,29.69911764705882,0,0,7.75,0,1,0,476
262,1,3,1,3.0,4,2,31.3875,0,2,0,324
263,0,1,1,52.0,1,1,79.65,2,2,0,1
264,0,1,1,40.0,0,0,0.0,2,2,0,15
265,0,3,0,29.69911764705882,0,0,7.75,3,1,1,472
266,0,2,1,36.0,0,0,10.5,0,2,0,539
267,0,3,1,16.0,4,1,39.6875,0,2,0,245
268,1,3,1,25.0,1,0,7.775,0,2,0,329
270,1,1,0,35.0,0,0,135.6333,1,2,1,600
271,0,1,1,29.69911764705882,0,0,31.0,2,2,0,45
272,1,3,1,25.0,0,0,0.0,0,2,0,563
273,1,2,0,41.0,0,1,19.5,1,2,1,160
274,0,1,1,37.0,0,1,29.7,2,0,0,583
275,1,3,0,29.69911764705882,0,0,7.75,1,1,1,459
277,0,3,0,45.0,0,0,7.75,3,2,1,321
278,0,2,1,29.69911764705882,0,0,0.0,2,2,0,133
279,0,3,1,7.0,4,1,29.125,0,1,0,474
280,1,3,0,35.0,1,1,20.25,1,2,1,542
281,0,3,1,65.0,0,0,7.75,0,1,0,286
282,0,3,1,28.0,0,0,7.8542,0,2,0,335
283,0,3,1,16.0,0,0,9.5,0,2,2,306
284,1,3,1,19.0,0,0,8.05,0,2,0,526
285,0,1,1,29.69911764705882,0,0,26.0,2,2,0,23
286,0,3,1,33.0,0,0,8.6625,0,0,0,373
287,1,3,1,30.0,0,0,9.5,1,2,2,304
288,0,3,1,22.0,0,0,7.8958,0,2,0,348
289,1,2,1,42.0,0,0,13.0,2,2,0,132
290,1,3,0,22.0,0,0,7.75,1,1,1,458
291,1,1,0,26.0,0,0,78.85,1,2,1,89
292,1,1,0,19.0,1,0,91.0792,1,0,1,62
293,0,2,1,36.0,0,0,12.875,0,0,0,622
294,0,3,0,24.0,0,0,8.85,3,2,1,371
295,0,3,1,24.0,0,0,7.8958,0,2,0,369
296,0,1,1,29.69911764705882,0,0,27.7208,2,0,0,594
297,0,3,1,23.5,0,0,7.2292,0,0,0,209
298,0,1,0,2.0,1,2,151.55,3,2,1,36
299,1,1,1,29.69911764705882,0,0,30.5,2,2,0,96
300,1,1,0,50.0,0,1,247.5208,1,0,1,574
301,1,3,0,29.69911764705882,0,0,7.75,1,1,1,506
302,1,3,1,29.69911764705882,2,0,23.25,0,1,0,436
303,0,3,1,19.0,0,0,0.0,0,2,0,563
304,1,2,0,29.69911764705882,0,0,12.35,1,1,1,107
305,0,3,1,29.69911764705882,0,0,8.05,0,2,0,520
307,1,1,0,29.69911764705882,0,0,110.8833,1,0,1,81
308,1,1,0,17.0,1,0,108.9,1,0,2,598
309,0,2,1,30.0,1,0,24.0,0,0,0,564
310,1,1,0,30.0,0,0,56.9292,1,0,1,573
311,1,1,0,24.0,0,0,83.1583,1,0,1,57
312,1,1,0,18.0,2,2,262.375,1,0,1,591
313,0,2,0,26.0,1,1,26.0,3,2,1,165
314,0,3,1,28.0,0,0,7.8958,0,2,0,377
315,0,2,1,43.0,1,1,26.25,0,2,0,560
316,1,3,0,26.0,0,0,7.8542,1,2,1,338
317,1,2,0,24.0,1,0,26.0,1,2,1,148
318,0,2,1,54.0,0,0,14.0,2,2,0,228
319,1,1,0,31.0,0,2,164.8667,1,2,1,448
320,1,1,0,40.0,1,1,134.5,1,0,1,79
321,0,3,1,22.0,0,0,7.25,0,2,0,517
322,0,3,1,27.0,0,0,7.8958,0,2,0,360
323,1,2,0,30.0,0,0,12.35,1,1,1,122
324,1,2,0,22.0,1,1,29.0,1,2,1,156
326,1,1,0,36.0,0,0,135.6333,1,0,1,600
327,0,3,1,61.0,0,0,6.2375,0,2,0,295
328,1,2,0,36.0,0,0,13.0,1,2,1,225
329,1,3,0,31.0,1,1,20.525,1,2,1,418
330,1,1,0,16.0,0,1,57.9792,1,0,1,6
331,1,3,0,29.69911764705882,2,0,23.25,1,1,1,436
332,0,1,1,45.5,0,0,28.5,2,2,0,19
333,0,1,1,38.0,0,1,153.4625,2,2,0,577
334,0,3,1,16.0,2,0,18.0,0,2,2,298
335,1,1,0,29.69911764705882,1,0,133.65,1,2,1,593
336,0,3,1,29.69911764705882,0,0,7.8958,0,2,0,365
337,0,1,1,29.0,1,0,66.6,2,2,0,35
338,1,1,0,41.0,0,0,134.5,1,0,1,79
339,1,3,1,45.0,0,0,8.05,0,2,0,503
340,0,1,1,45.0,0,0,35.5,2,2,0,37
342,1,1,0,24.0,3,2,263.0,1,2,1,93
343,0,2,1,28.0,0,0,13.0,2,2,0,157
344,0,2,1,25.0,0,0,13.0,2,2,0,147
345,0,2,1,36.0,0,0,13.0,2,2,0,110
346,1,2,0,24.0,0,0,13.0,1,2,1,155
347,1,2,0,40.0,0,0,13.0,1,2,1,253
348,1,3,0,29.69911764705882,1,0,16.1,1,2,1,477
349,1,3,1,3.0,1,1,15.9,0,2,0,553
350,0,3,1,42.0,0,0,8.6625,0,2,0,258
351,0,3,1,23.0,0,0,9.225,0,2,0,496
352,0,1,1,29.69911764705882,0,0,35.0,2,2,0,29
353,0,3,1,15.0,1,1,7.2292,0,0,0,211
354,0,3,1,25.0,1,0,17.8,0,2,0,372
355,0,3,1,29.69911764705882,0,0,7.225,0,0,0,179
356,0,3,1,28.0,0,0,9.5,0,2,2,310
357,1,1,0,22.0,0,1,55.0,1,2,1,27
358,0,2,0,38.0,0,0,13.0,3,2,1,129
359,1,3,0,29.69911764705882,0,0,7.8792,1,1,1,275
360,1,3,0,29.69911764705882,0,0,7.8792,1,1,1,281
361,0,3,1,40.0,1,4,27.9,0,2,0,332
362,0,2,1,29.0,1,0,27.7208,0,0,2,620
363,0,3,0,45.0,0,1,14.4542,3,0,1,208
364,0,3,1,35.0,0,0,7.05,0,2,0,628
365,0,3,1,29.69911764705882,1,0,15.5,0,1,0,454
366,0,3,1,30.0,0,0,7.25,0,2,0,537
368,1,3,0,29.69911764705882,0,0,7.2292,1,0,1,172
369,1,3,0,29.69911764705882,0,0,7.75,1,1,1,76
370,1,1,0,24.0,0,0,69.3,1,0,1,570
371,1,1,1,25.0,1,0,55.4417,2,0,0,56
372,0,3,1,18.0,1,0,6.4958,0,2,0,240
373,0,3,1,19.0,0,0,8.05,0,2,0,269
374,0,1,1,22.0,0,0,135.6333,2,0,0,600
375,0,3,0,3.0,3,1,21.075,3,2,1,390
376,1,1,0,29.69911764705882,1,0,82.1708,1,0,1,589
377,1,3,0,22.0,0,0,7.25,1,2,1,538
378,0,1,1,27.0,0,2,211.5,2,0,0,26
379,0,3,1,20.0,0,0,4.0125,0,0,0,180
380,0,3,1,19.0,0,0,7.775,0,2,0,319
381,1,1,0,42.0,0,0,227.525,1,0,1,597
382,1,3,0,1.0,0,2,15.7417,1,0,1,184
383,0,3,1,32.0,0,0,7.925,0,2,0,652
384,1,1,0,35.0,1,0,52.0,1,2,1,41
385,0,3,1,29.69911764705882,0,0,7.8958,0,2,0,366
386,0,2,1,18.0,0,0,73.5,0,2,0,608
388,1,2,0,36.0,0,0,13.0,1,2,1,216
389,0,3,1,29.69911764705882,0,0,7.7292,0,1,0,442
390,1,2,0,17.0,0,0,12.0,1,0,1,612
391,1,1,1,36.0,1,2,120.0,2,2,0,32
392,1,3,1,21.0,0,0,7.7958,0,2,0,396
393,0,3,1,28.0,2,0,7.925,0,2,0,242
394,1,1,0,23.0,1,0,113.275,1,0,1,411
395,1,3,0,24.0,0,2,16.7,1,2,1,603
396,0,3,1,22.0,0,0,7.7958,0,2,0,405
397,0,3,0,31.0,0,0,7.8542,3,2,1,409
398,0,2,1,46.0,0,0,26.0,2,2,0,222
399,0,2,1,23.0,0,0,10.5,2,2,0,144
400,1,2,0,28.0,0,0,12.65,1,2,1,138
401,1,3,1,39.0,0,0,7.925,0,2,0,650
402,0,3,1,26.0,0,0,8.05,0,2,0,288
403,0,3,0,21.0,1,0,9.825,3,2,1,485
404,0,3,1,28.0,1,0,15.85,0,2,0,655
405,0,3,0,20.0,0,0,8.6625,3,2,1,263
406,0,2,1,34.0,1,0,21.0,2,2,0,226
407,0,3,1,51.0,0,0,7.75,0,2,0,316
408,1,2,1,3.0,1,1,18.75,2,2,0,233
409,0,3,1,21.0,0,0,7.775,0,2,0,251
410,0,3,0,29.69911764705882,3,1,25.4667,3,2,1,482
411,0,3,1,29.69911764705882,0,0,7.8958,0,2,0,362
412,0,3,1,29.69911764705882,0,0,6.8583,0,1,0,481
413,1,1,0,33.0,1,0,90.0,1,1,1,90
414,0,2,1,29.69911764705882,0,0,0.0,2,2,0,133
415,1,3,1,44.0,0,0,7.925,0,2,0,642
416,0,3,0,29.69911764705882,0,0,8.05,3,2,1,291
417,1,2,0,34.0,1,1,32.5,1,2,1,220
418,1,2,0,18.0,0,2,13.0,1,2,1,166
419,0,2,1,30.0,0,0,13.0,2,2,0,221
420,0,3,0,10.0,0,2,24.15,3,2,2,303
421,0,3,1,29.69911764705882,0,0,7.8958,0,0,0,387
422,0,3,1,21.0,0,0,7.7333,0,1,0,527
423,0,3,1,29.0,0,0,7.875,0,2,0,255
424,0,3,0,28.0,1,1,14.4,3,2,1,326
425,0,3,1,18.0,1,1,20.2125,0,2,0,453
426,0,3,1,29.69911764705882,0,0,7.25,0,2,0,514
427,1,2,0,28.0,1,0,26.0,1,2,1,98
428,1,2,0,19.0,0,0,26.0,1,2,1,168
429,0,3,1,29.69911764705882,0,0,7.75,0,1,0,432
430,1,3,1,32.0,0,0,8.05,0,2,0,631
431,1,1,1,28.0,0,0,26.55,2,2,0,3
432,1,3,0,29.69911764705882,1,0,16.1,1,2,1,470
433,1,2,0,42.0,1,0,26.0,1,2,1,614
434,0,3,1,17.0,0,0,7.125,0,2,0,644
435,0,1,1,50.0,1,0,55.9,2,2,0,70
436,1,1,0,14.0,1,2,120.0,1,2,1,32
437,0,3,0,21.0,2,2,34.375,3,2,1,663
438,1,2,0,24.0,2,3,18.75,1,2,1,233
439,0,1,1,64.0,1,4,263.0,2,2,0,93
440,0,2,1,31.0,0,0,10.5,0,2,0,540
441,1,2,0,45.0,1,1,26.25,1,2,1,560
442,0,3,1,20.0,0,0,9.5,0,2,0,301
443,0,3,1,25.0,1,0,7.775,0,2,0,323
444,1,2,0,28.0,0,0,13.0,1,2,1,114
445,1,3,1,29.69911764705882,0,0,8.1125,0,2,0,492
446,1,1,1,4.0,0,2,81.8583,2,2,0,285
447,1,2,0,13.0,0,1,19.5,1,2,1,160
448,1,1,1,34.0,0,0,26.55,2,2,0,43
449,1,3,0,5.0,2,1,19.2583,1,0,1,191
450,1,1,1,52.0,0,0,30.5,2,2,0,38
451,0,2,1,36.0,1,2,27.75,0,2,0,552
452,0,3,1,29.69911764705882,1,0,19.9667,0,2,0,490
453,0,1,1,30.0,0,0,27.75,2,0,0,21
454,1,1,1,49.0,1,0,89.1042,2,0,0,82
455,0,3,1,29.69911764705882,0,0,8.05,0,2,0,521
456,1,3,1,29.0,0,0,7.8958,0,0,0,374
457,0,1,1,65.0,0,0,26.55,2,2,0,71
458,1,1,0,29.69911764705882,1,0,51.8625,1,2,1,84
459,1,2,0,50.0,0,0,10.5,1,2,1,561
460,0,3,1,29.69911764705882,0,0,7.75,0,1,0,462
461,1,1,1,48.0,0,0,26.55,2,2,0,94
462,0,3,1,34.0,0,0,8.05,0,2,0,424
463,0,1,1,47.0,0,0,38.5,2,2,0,5
464,0,2,1,48.0,0,0,13.0,2,2,0,119
465,0,3,1,29.69911764705882,0,0,8.05,0,2,0,532
466,0,3,1,38.0,0,0,7.05,0,2,0,626
467,0,2,1,29.69911764705882,0,0,0.0,2,2,0,133
468,0,1,1,56.0,0,0,26.55,2,2,0,42
469,0,3,1,29.69911764705882,0,0,7.725,0,1,0,416
470,1,3,0,0.75,2,1,19.2583,1,0,1,191
471,0,3,1,29.69911764705882,0,0,7.25,0,2,0,268
472,0,3,1,38.0,0,0,8.6625,0,2,0,259
473,1,2,0,33.0,1,2,27.75,1,2,1,552
474,1,2,0,23.0,0,0,13.7917,1,0,1,615
475,0,3,0,22.0,0,0,9.8375,3,2,1,502
476,0,1,1,29.69911764705882,0,0,52.0,2,2,0,2
477,0,2,1,34.0,1,0,21.0,2,2,0,248
478,0,3,1,29.0,1,0,7.0458,0,2,0,311
479,0,3,1,22.0,0,0,7.5208,0,2,0,406
480,1,3,0,2.0,0,1,12.2875,1,2,1,247
482,0,2,1,29.69911764705882,0,0,0.0,2,2,0,134
483,0,3,1,50.0,0,0,8.05,0,2,0,524
485,1,1,1,25.0,1,0,91.0792,2,0,0,62
486,0,3,0,29.69911764705882,3,1,25.4667,3,2,1,482
487,1,1,0,35.0,1,0,90.0,1,2,1,91
488,0,1,1,58.0,0,0,29.7,2,0,0,59
489,0,3,1,30.0,0,0,8.05,0,2,0,510
490,1,3,1,9.0,1,1,15.9,0,2,0,553
491,0,3,1,29.69911764705882,1,0,19.9667,0,2,0,491
492,0,3,1,21.0,0,0,7.25,0,2,0,636
493,0,1,1,55.0,0,0,30.5,2,2,0,39
495,0,3,1,21.0,0,0,8.05,0,2,0,511
496,0,3,1,29.69911764705882,0,0,14.4583,0,0,0,173
497,1,1,0,54.0,1,0,78.2667,1,0,1,449
498,0,3,1,29.69911764705882,0,0,15.1,0,2,0,555
499,0,1,0,25.0,1,2,151.55,3,2,1,36
500,0,3,1,24.0,0,0,7.7958,0,2,0,397
501,0,3,1,17.0,0,0,8.6625,0,2,0,257
502,0,3,0,21.0,0,0,7.75,3,1,1,428
503,0,3,0,29.69911764705882,0,0,7.6292,3,1,1,272
504,0,3,0,37.0,0,0,9.5875,3,2,1,483
